ticket_id,customer_id,subject,body,created_at,closed_at,status,priority,category,subcategory,system,channel
TKT-10241,EMP-176,Data Sync Error reported on Mobile Banking App,Day parent country hot position six soldier dream history.,2023-11-26 06:55:37,2023-11-26 10:37:21.729014,Closed,Low,Software,Data Sync Error,Mobile Banking App,Service Portal
TKT-10242,EMP-856,Disk Failure reported on Treasury System,Point audience thousand activity guess first hit stuff inside national common likely.,2023-04-04 15:02:41,2023-04-04 22:07:19.335496,Closed,High,Hardware,Disk Failure,Treasury System,Phone
TKT-10243,EMP-378,Account Locked reported on Mobile Banking App,Admit attack energy always art smile.,2023-10-27 04:20:28,2023-10-29 15:28:56.760166,Closed,Medium,Access,Account Locked,Mobile Banking App,Email
TKT-10244,EMP-921,Latency High reported on Internet Banking Portal,Pick may indeed reduce bar Mr pattern everyone finally.,2023-07-16 17:57:11,2023-07-17 05:40:13.359533,Closed,Medium,Network,Latency High,Internet Banking Portal,Phone
TKT-10245,EMP-112,API Timeout reported on ATM Switch,Window choice force only shake power poor financial.,2023-07-18 13:42:18,2023-07-19 07:05:57.540655,Closed,Medium,Software,API Timeout,ATM Switch,Email
TKT-10246,EMP-111,Account Locked reported on ATM Switch,Around beat its law participant finally score scientist budget.,2023-06-19 21:39:55,2023-06-20 20:47:12.428639,Closed,Low,Access,Account Locked,ATM Switch,Email
TKT-10247,EMP-487,Password Reset reported on Mobile Banking App,Reduce clearly well mission situation result cold.,2023-10-02 22:06:42,2023-10-03 06:44:05.347119,Closed,Low,Access,Password Reset,Mobile Banking App,Automated Alert
TKT-10248,EMP-662,VPN Drop reported on Internet Banking Portal,Run brother tonight friend investment model enjoy window physical.,2023-02-19 07:04:44,2023-02-20 09:16:00.763602,Closed,Low,Network,VPN Drop,Internet Banking Portal,Automated Alert
TKT-10249,EMP-714,Server Overheat reported on ATM Switch,Member area teacher cold church significant thus purpose boy scientist able.,2023-07-12 16:25:49,2023-07-14 10:07:18.515177,Closed,Medium,Hardware,Server Overheat,ATM Switch,Phone
TKT-10250,EMP-146,Password Reset reported on ATM Switch,Each line him change use tax.,2023-11-30 11:33:41,2023-11-30 16:07:29.718558,Resolved,Medium,Access,Password Reset,ATM Switch,Service Portal
TKT-10251,EMP-833,Switch Port Error reported on Core Banking (T24),Different eat trouble floor step number budget pull apply development middle.,2023-08-03 17:04:23,2023-08-04 00:37:52.824231,Closed,High,Hardware,Switch Port Error,Core Banking (T24),Automated Alert
TKT-10252,EMP-808,Permission Denied reported on Core Banking (T24),Attention let executive suddenly force network account customer nor fight performance.,2023-01-18 20:05:07,2023-01-19 00:56:07.542915,Closed,High,Access,Permission Denied,Core Banking (T24),Automated Alert
TKT-10253,EMP-963,Login Failure reported on ATM Switch,Option management significant crime too set early according improve do.,2023-06-30 04:06:36,2023-06-30 06:28:35.472233,Closed,High,Software,Login Failure,ATM Switch,Phone
TKT-10254,EMP-790,Password Reset reported on Mobile Banking App,Week ability price support road billion.,2023-05-15 12:54:10,2023-05-16 04:43:59.279608,Closed,High,Access,Password Reset,Mobile Banking App,Email
TKT-10255,EMP-308,Disk Failure reported on ATM Switch,Information which win central evidence analysis discuss suddenly including.,2023-07-25 18:13:44,2023-07-28 02:38:31.718044,Closed,Low,Hardware,Disk Failure,ATM Switch,Automated Alert
TKT-10256,EMP-907,Memory Leak reported on Internet Banking Portal,Window be believe card star avoid nothing itself who door end.,2023-12-08 03:58:09,,Open,Low,Hardware,Memory Leak,Internet Banking Portal,Phone
TKT-10257,EMP-821,Login Failure reported on Internet Banking Portal,Red save fish evening avoid dark sister once choice clearly letter.,2023-05-03 08:05:45,2023-05-06 06:48:28.015075,Closed,Low,Software,Login Failure,Internet Banking Portal,Service Portal
TKT-10258,EMP-370,Packet Loss reported on Mobile Banking App,Movie who debate final enter build citizen.,2023-06-07 20:58:17,2023-06-10 17:37:00.897947,Closed,Medium,Network,Packet Loss,Mobile Banking App,Phone
TKT-10259,EMP-908,VPN Drop reported on ATM Switch,Step recent American structure foreign before eat green message.,2023-09-24 10:29:40,2023-09-26 19:02:52.029704,Closed,Low,Network,VPN Drop,ATM Switch,Phone
TKT-10260,EMP-318,Password Reset reported on Mobile Banking App,Employee wrong all identify laugh security economic left sound.,2023-09-20 23:48:23,2023-09-22 07:54:19.069820,Closed,Low,Access,Password Reset,Mobile Banking App,Email
TKT-10261,EMP-428,Firewall Block reported on Core Banking (T24),Activity store work candidate statement head piece.,2023-02-24 06:57:56,2023-02-24 13:28:40.822524,Closed,High,Network,Firewall Block,Core Banking (T24),Email
TKT-10262,EMP-198,Server Overheat reported on Mobile Banking App,Old else spend against ask total kitchen.,2023-09-08 08:53:59,2023-09-08 11:56:21.605404,Closed,Critical,Hardware,Server Overheat,Mobile Banking App,Phone
TKT-10263,EMP-864,Server Overheat reported on ATM Switch,Toward stop former amount leave collection off.,2023-02-20 00:25:27,2023-02-24 14:45:08.141956,Closed,Low,Hardware,Server Overheat,ATM Switch,Email
TKT-10264,EMP-561,Server Overheat reported on Core Banking (T24),Many him interview government traditional every land chance pass pay positive.,2023-11-16 02:39:46,2023-11-16 16:42:00.894581,Closed,Medium,Hardware,Server Overheat,Core Banking (T24),Email
TKT-10265,EMP-905,MFA Failure reported on Mobile Banking App,Third look because him information poor something eat yes myself affect.,2023-07-13 18:00:24,2023-07-13 18:50:24.584888,Closed,Medium,Access,MFA Failure,Mobile Banking App,Automated Alert
TKT-10266,EMP-969,Latency High reported on Core Banking (T24),Look sit general not focus establish ago others ahead specific.,2023-05-29 13:08:25,2023-05-29 18:22:36.048771,Closed,Critical,Network,Latency High,Core Banking (T24),Phone
TKT-10267,EMP-264,Disk Failure reported on Mobile Banking App,Speak line group once do city.,2023-04-20 02:28:56,2023-04-21 00:46:21.450068,Closed,Medium,Hardware,Disk Failure,Mobile Banking App,Email
TKT-10268,EMP-356,Firewall Block reported on Mobile Banking App,Entire staff true argue you detail suffer something great.,2023-04-07 06:11:42,2023-04-07 08:07:27.682393,Closed,High,Network,Firewall Block,Mobile Banking App,Phone
TKT-10269,EMP-679,Unhandled Exception reported on Email Server (Exchange),Compare or south recently trial agreement red way.,2023-11-22 22:07:05,2023-11-22 23:56:45.441774,Closed,High,Software,Unhandled Exception,Email Server (Exchange),Service Portal
TKT-10270,EMP-467,Memory Leak reported on Core Banking (T24),None could write think man finally make.,2023-08-07 21:11:35,2023-08-08 01:58:05.287706,Closed,Medium,Hardware,Memory Leak,Core Banking (T24),Phone
TKT-10271,EMP-969,Account Locked reported on Internet Banking Portal,Discussion despite money a truth cut.,2023-02-05 01:15:35,2023-02-06 16:22:50.950846,Closed,Low,Access,Account Locked,Internet Banking Portal,Email
TKT-10272,EMP-890,Switch Port Error reported on Core Banking (T24),Response try such food against only true similar suffer team.,2023-02-20 16:15:02,2023-02-20 21:31:10.011982,Closed,High,Hardware,Switch Port Error,Core Banking (T24),Service Portal
TKT-10273,EMP-853,Account Locked reported on Core Banking (T24),Relate product only from follow wish run join police maintain.,2023-01-29 04:02:36,2023-01-29 05:01:57.375390,Closed,Critical,Access,Account Locked,Core Banking (T24),Email
TKT-10274,EMP-205,VPN Drop reported on ATM Switch,Religious no threat party ground program sport her.,2023-05-04 05:17:44,2023-05-04 14:05:22.627938,Closed,Medium,Network,VPN Drop,ATM Switch,Automated Alert
TKT-10275,EMP-328,MFA Failure reported on Treasury System,Camera rock we we hot yes whole allow own.,2023-10-13 01:19:44,2023-10-13 11:24:24.528013,Closed,Low,Access,MFA Failure,Treasury System,Email
TKT-10276,EMP-291,Data Sync Error reported on ATM Switch,Determine not view cell seat draw word collection those become remember police though.,2023-12-24 16:41:54,2023-12-25 04:15:30.346520,Closed,Medium,Software,Data Sync Error,ATM Switch,Service Portal
TKT-10277,EMP-687,Unhandled Exception reported on Mobile Banking App,Enter economic attack either blue ability.,2023-06-23 10:53:33,2023-06-23 23:55:09.103230,Closed,Low,Software,Unhandled Exception,Mobile Banking App,Phone
TKT-10278,EMP-721,Account Locked reported on Core Banking (T24),Run why this manage her national big look tell prepare reach.,2023-12-09 11:17:55,,Pending,High,Access,Account Locked,Core Banking (T24),Phone
TKT-10279,EMP-335,Account Locked reported on Core Banking (T24),Available suffer far five weight avoid color heart rule natural together.,2023-03-05 04:04:06,2023-03-07 20:54:13.692282,Closed,Low,Access,Account Locked,Core Banking (T24),Email
TKT-10280,EMP-775,MFA Failure reported on ATM Switch,Order party lot all wall close threat church big day.,2023-02-06 03:47:54,2023-02-06 20:30:08.035716,Closed,Medium,Access,MFA Failure,ATM Switch,Service Portal
TKT-10281,EMP-879,Packet Loss reported on Mobile Banking App,Recent reveal role enter example down anyone occur style child guess.,2023-03-15 18:46:53,2023-03-15 20:52:34.490337,Closed,Medium,Network,Packet Loss,Mobile Banking App,Phone
TKT-10282,EMP-861,Switch Port Error reported on Core Banking (T24),Far product outside current agent color factor.,2023-06-16 01:34:35,2023-06-16 09:11:41.458909,Closed,Medium,Hardware,Switch Port Error,Core Banking (T24),Phone
TKT-10283,EMP-975,Account Locked reported on Internet Banking Portal,Such final however major produce before name continue those hard knowledge enjoy.,2023-02-01 19:41:59,2023-02-02 09:04:10.970011,Closed,Medium,Access,Account Locked,Internet Banking Portal,Automated Alert
TKT-10284,EMP-691,Disk Failure reported on ATM Switch,Difficult environmental article sell property beat gas must wife.,2023-06-30 14:39:15,2023-06-30 22:09:29.804610,Closed,High,Hardware,Disk Failure,ATM Switch,Automated Alert
TKT-10285,EMP-923,Password Reset reported on HR Portal,Network subject stand industry movement term little think.,2023-08-18 00:38:55,2023-08-19 03:22:28.463380,Closed,Low,Access,Password Reset,HR Portal,Email
TKT-10286,EMP-828,Data Sync Error reported on ATM Switch,Bad total research maybe too song quality per build.,2023-12-18 05:46:17,,Open,Low,Software,Data Sync Error,ATM Switch,Automated Alert
TKT-10287,EMP-713,Memory Leak reported on Internet Banking Portal,Common worker will speak call interest write itself young physical street.,2023-10-22 01:30:38,2023-10-23 00:49:51.340793,Closed,Medium,Hardware,Memory Leak,Internet Banking Portal,Phone
TKT-10288,EMP-700,Memory Leak reported on ATM Switch,Treat trial attack hold however for everybody leader them skill.,2023-04-11 03:40:30,2023-04-13 14:19:44.286053,Closed,Low,Hardware,Memory Leak,ATM Switch,Service Portal
TKT-10289,EMP-367,Firewall Block reported on Internet Banking Portal,Mission information increase challenge onto serve vote understand none big experience movie gas.,2023-08-30 23:19:14,2023-08-31 22:11:24.857072,Closed,Medium,Network,Firewall Block,Internet Banking Portal,Email
TKT-10290,EMP-676,MFA Failure reported on Mobile Banking App,Him magazine participant also every century participant really although.,2023-06-09 13:46:21,2023-06-10 08:23:02.252811,Closed,Low,Access,MFA Failure,Mobile Banking App,Email
TKT-10291,EMP-461,API Timeout reported on ATM Switch,Real any little environmental head full soldier financial successful teach.,2023-12-12 11:25:57,2023-12-14 17:17:43.756341,Closed,Low,Software,API Timeout,ATM Switch,Email
TKT-10292,EMP-375,Data Sync Error reported on HR Portal,Win direction feel season similar fly rock.,2023-09-23 23:17:00,2023-09-24 01:16:16.947021,Closed,High,Software,Data Sync Error,HR Portal,Phone
TKT-10293,EMP-180,Switch Port Error reported on Internet Banking Portal,Could deep station scientist service test start.,2023-08-23 22:48:51,2023-08-24 10:37:54.723562,Closed,Medium,Hardware,Switch Port Error,Internet Banking Portal,Service Portal
TKT-10294,EMP-623,Switch Port Error reported on Internet Banking Portal,Assume remember idea sister modern notice community themselves.,2023-07-20 02:39:42,2023-07-20 05:05:58.793005,Closed,Low,Hardware,Switch Port Error,Internet Banking Portal,Automated Alert
TKT-10295,EMP-630,Data Sync Error reported on Core Banking (T24),Economic lead truth relate ever statement.,2023-03-19 22:54:32,2023-03-20 13:35:34.827296,Closed,Medium,Software,Data Sync Error,Core Banking (T24),Email
TKT-10296,EMP-474,Firewall Block reported on Mobile Banking App,Play buy air head order concern that only glass clear thus.,2023-07-16 04:07:08,2023-07-16 08:30:00.909117,Closed,Medium,Network,Firewall Block,Mobile Banking App,Automated Alert
TKT-10297,EMP-923,Login Failure reported on Mobile Banking App,Expect hit clear occur who tax positive.,2023-10-18 20:49:25,2023-10-19 01:07:36.711464,Closed,Medium,Software,Login Failure,Mobile Banking App,Automated Alert
TKT-10298,EMP-681,API Timeout reported on Core Banking (T24),Especially important after sister should across treatment positive.,2023-09-21 04:34:39,2023-09-21 11:35:31.111703,Closed,Low,Software,API Timeout,Core Banking (T24),Automated Alert
TKT-10299,EMP-363,App Crash reported on Mobile Banking App,Difference part wall require remember every.,2023-08-22 11:02:56,2023-08-22 17:55:21.276143,Closed,Medium,Software,App Crash,Mobile Banking App,Phone
TKT-10300,EMP-393,Packet Loss reported on Treasury System,Surface learn design few minute perhaps once account yourself whom.,2023-12-14 18:30:22,2023-12-14 18:52:37.986989,Closed,Critical,Network,Packet Loss,Treasury System,Automated Alert
TKT-10301,EMP-899,MFA Failure reported on Internet Banking Portal,No order executive range loss from everybody foot everybody prevent.,2023-11-22 23:34:26,2023-11-23 01:19:57.170342,Resolved,Low,Access,MFA Failure,Internet Banking Portal,Phone
TKT-10302,EMP-197,Switch Port Error reported on Mobile Banking App,Could military drive arm tax special identify floor cause.,2023-12-13 13:31:35,2023-12-15 03:34:37.887449,Closed,High,Hardware,Switch Port Error,Mobile Banking App,Email
TKT-10303,EMP-639,Packet Loss reported on Internet Banking Portal,Young else industry home along remain occur couple risk develop movement size.,2023-01-10 21:15:37,2023-01-12 12:10:27.194037,Closed,Low,Network,Packet Loss,Internet Banking Portal,Automated Alert
TKT-10304,EMP-281,Permission Denied reported on ATM Switch,Medical suddenly subject theory Congress best campaign else space several.,2023-12-19 01:26:21,2023-12-19 06:56:41.365137,Closed,Medium,Access,Permission Denied,ATM Switch,Service Portal
TKT-10305,EMP-110,Firewall Block reported on ATM Switch,Pressure develop development the inside thought he one less brother.,2023-03-13 02:19:14,2023-03-13 07:47:06.580582,Closed,High,Network,Firewall Block,ATM Switch,Automated Alert
TKT-10306,EMP-661,Account Locked reported on Internet Banking Portal,Oil per line create build quite morning including that character yeah garden would.,2023-01-21 20:18:19,2023-01-22 11:46:47.491683,Closed,Medium,Access,Account Locked,Internet Banking Portal,Phone
TKT-10307,EMP-629,Firewall Block reported on ATM Switch,Century television Congress ball forward would finish around later decide similar.,2023-12-13 17:55:10,2023-12-13 21:15:45.634080,Closed,Critical,Network,Firewall Block,ATM Switch,Service Portal
TKT-10308,EMP-255,Memory Leak reported on Core Banking (T24),Majority shake because pass plant idea whole himself.,2023-08-12 19:18:31,2023-08-14 16:54:51.094718,Closed,Medium,Hardware,Memory Leak,Core Banking (T24),Service Portal
TKT-10309,EMP-530,Password Reset reported on Email Server (Exchange),Current health add focus street course quality phone eat really general can.,2023-01-15 15:37:31,2023-01-17 11:54:07.373211,Closed,High,Access,Password Reset,Email Server (Exchange),Service Portal
TKT-10310,EMP-961,Data Sync Error reported on Core Banking (T24),Open cold statement fear fact road others full thousand yet garden top.,2023-05-29 22:56:58,2023-06-01 22:27:25.512561,Closed,Low,Software,Data Sync Error,Core Banking (T24),Automated Alert
TKT-10311,EMP-430,Memory Leak reported on ATM Switch,Close trade speech affect difference world deep against.,2023-05-20 12:27:39,2023-05-20 14:06:39.159581,Closed,High,Hardware,Memory Leak,ATM Switch,Automated Alert
TKT-10312,EMP-698,Switch Port Error reported on Core Banking (T24),But represent society heart policy side perhaps order.,2023-07-15 23:31:32,2023-07-16 00:19:24.595669,Closed,High,Hardware,Switch Port Error,Core Banking (T24),Phone
TKT-10313,EMP-818,Firewall Block reported on Mobile Banking App,President after ready indicate herself natural listen.,2023-01-19 15:01:23,2023-01-19 16:39:22.280192,Closed,Low,Network,Firewall Block,Mobile Banking App,Automated Alert
TKT-10314,EMP-823,App Crash reported on Internet Banking Portal,Receive piece feeling product production establish paper case.,2023-03-01 11:14:52,2023-03-02 10:35:17.032749,Closed,Low,Software,App Crash,Internet Banking Portal,Phone
TKT-10315,EMP-939,Account Locked reported on Core Banking (T24),Memory pay executive size marriage participant sing.,2023-11-19 14:14:40,2023-11-20 16:29:06.156947,Closed,Low,Access,Account Locked,Core Banking (T24),Email
TKT-10316,EMP-496,App Crash reported on ATM Switch,Win group important civil nature travel read lose doctor actually become book.,2023-11-19 22:07:50,2023-11-20 13:29:02.648704,Closed,Medium,Software,App Crash,ATM Switch,Service Portal
TKT-10317,EMP-209,MFA Failure reported on Internet Banking Portal,Chance bed memory rich big eight discuss write fast less between company.,2023-08-11 23:29:29,2023-08-15 10:51:55.295078,Closed,Low,Access,MFA Failure,Internet Banking Portal,Service Portal
TKT-10318,EMP-952,Permission Denied reported on Core Banking (T24),Growth quality international break surface three act catch positive.,2023-01-16 07:38:58,2023-01-16 09:49:22.103017,Closed,High,Access,Permission Denied,Core Banking (T24),Email
TKT-10319,EMP-644,App Crash reported on Internet Banking Portal,Thus western environmental run head garden box hundred lead structure.,2023-05-08 15:20:27,2023-05-10 22:27:35.938406,Closed,Low,Software,App Crash,Internet Banking Portal,Automated Alert
TKT-10320,EMP-284,Permission Denied reported on Internet Banking Portal,Son power someone both receive around wall city indeed opportunity soon question.,2023-09-25 22:21:24,2023-09-26 22:10:54.134919,Closed,Medium,Access,Permission Denied,Internet Banking Portal,Service Portal
TKT-10321,EMP-346,Firewall Block reported on ATM Switch,Here grow agreement range stuff wind candidate turn both in animal energy fire.,2023-03-12 09:28:15,2023-03-13 14:04:54.968385,Closed,Low,Network,Firewall Block,ATM Switch,Automated Alert
TKT-10322,EMP-409,Latency High reported on Core Banking (T24),Should office north within prove full mission red believe product eat generation.,2023-10-01 15:03:04,2023-10-01 17:05:38.193961,Closed,Critical,Network,Latency High,Core Banking (T24),Service Portal
TKT-10323,EMP-338,Unhandled Exception reported on Internet Banking Portal,Chance step throughout party activity various measure light many close.,2023-09-20 15:31:53,2023-09-21 04:02:44.835837,Closed,Low,Software,Unhandled Exception,Internet Banking Portal,Service Portal
TKT-10324,EMP-927,Firewall Block reported on Core Banking (T24),Fly former everything medical nearly her stage bad know of because material.,2023-10-19 19:50:06,2023-10-22 10:14:42.981940,Closed,Low,Network,Firewall Block,Core Banking (T24),Automated Alert
TKT-10325,EMP-747,API Timeout reported on Core Banking (T24),Wonder seat adult idea along near stay.,2023-05-03 17:54:25,2023-05-05 18:22:26.237448,Closed,Low,Software,API Timeout,Core Banking (T24),Phone
TKT-10326,EMP-396,Password Reset reported on Mobile Banking App,White point three none pressure lay future stay staff such forward should outside.,2023-11-04 11:57:18,2023-11-05 16:40:09.268618,Closed,Low,Access,Password Reset,Mobile Banking App,Automated Alert
TKT-10327,EMP-504,Login Failure reported on Internet Banking Portal,Respond box service develop game stop who factor miss reduce.,2023-10-06 07:44:14,2023-10-07 14:42:57.390183,Closed,Low,Software,Login Failure,Internet Banking Portal,Email
TKT-10328,EMP-456,VPN Drop reported on Internet Banking Portal,Manage state score important effect cultural building system.,2023-01-18 18:40:58,2023-01-21 17:52:34.345433,Closed,Low,Network,VPN Drop,Internet Banking Portal,Service Portal
TKT-10329,EMP-304,Server Overheat reported on ATM Switch,Station course full serious another plan public but through leader operation.,2023-03-25 17:26:23,2023-03-27 14:07:39.711360,Closed,Low,Hardware,Server Overheat,ATM Switch,Email
TKT-10330,EMP-412,Login Failure reported on Core Banking (T24),White above save network item one under.,2023-07-15 19:27:43,2023-07-17 16:17:46.894314,Closed,Low,Software,Login Failure,Core Banking (T24),Service Portal
TKT-10331,EMP-361,Latency High reported on ATM Switch,Reality community spring billion price paper focus thing.,2023-10-31 08:12:25,2023-10-31 08:54:19.217618,Closed,Low,Network,Latency High,ATM Switch,Automated Alert
TKT-10332,EMP-988,Memory Leak reported on Email Server (Exchange),Trouble several event white wife laugh card include record security federal reduce team.,2023-06-12 14:14:17,2023-06-14 04:30:14.795562,Resolved,Low,Hardware,Memory Leak,Email Server (Exchange),Automated Alert
TKT-10333,EMP-140,Account Locked reported on Mobile Banking App,Plan cut person fact generation public wonder practice when mean reason follow break.,2023-10-04 11:08:59,2023-10-04 19:37:30.912889,Closed,Medium,Access,Account Locked,Mobile Banking App,Email
TKT-10334,EMP-363,Memory Leak reported on ATM Switch,Lose number project individual security subject experience suggest space mission agent certainly prove.,2023-05-17 19:05:39,2023-05-18 02:11:31.682844,Resolved,High,Hardware,Memory Leak,ATM Switch,Phone
TKT-10335,EMP-536,Login Failure reported on Mobile Banking App,Seek claim expert economy style real far send allow.,2023-11-21 09:48:23,,Open,Critical,Software,Login Failure,Mobile Banking App,Phone
TKT-10336,EMP-888,Latency High reported on HR Portal,Bill test science ten score night down six sometimes explain professor.,2023-11-13 03:16:27,2023-11-13 06:33:51.667935,Closed,Critical,Network,Latency High,HR Portal,Email
TKT-10337,EMP-863,VPN Drop reported on HR Portal,Indicate small rate whole approach season data than team kitchen.,2023-12-09 01:09:07,,Open,High,Network,VPN Drop,HR Portal,Phone
TKT-10338,EMP-373,Unhandled Exception reported on Internet Banking Portal,Sense national owner simply who family concern radio cost community.,2023-03-29 14:15:51,2023-04-01 03:54:57.601458,Closed,Medium,Software,Unhandled Exception,Internet Banking Portal,Service Portal
TKT-10339,EMP-585,Memory Leak reported on Core Banking (T24),Help investment news candidate once effort form.,2023-07-19 13:23:59,2023-07-21 13:42:06.727234,Closed,Low,Hardware,Memory Leak,Core Banking (T24),Automated Alert
TKT-10340,EMP-549,Account Locked reported on Mobile Banking App,Always up others similar personal successful feeling.,2023-10-03 14:47:01,2023-10-03 15:52:44.675246,Resolved,Medium,Access,Account Locked,Mobile Banking App,Automated Alert
TKT-10341,EMP-685,Server Overheat reported on Treasury System,Nearly authority remain moment whatever minute skill city myself idea glass third professional.,2023-11-03 18:28:40,2023-11-04 15:28:07.073744,Closed,Medium,Hardware,Server Overheat,Treasury System,Automated Alert
TKT-10342,EMP-140,Disk Failure reported on Internet Banking Portal,Family wear peace little no sell power boy generation drive.,2023-05-09 13:45:49,2023-05-10 10:54:44.184315,Closed,Medium,Hardware,Disk Failure,Internet Banking Portal,Service Portal
TKT-10343,EMP-155,Password Reset reported on Mobile Banking App,Truth during always those high someone box either rich agency might side method.,2023-09-07 10:20:15,2023-09-07 12:39:43.924819,Closed,Critical,Access,Password Reset,Mobile Banking App,Email
TKT-10344,EMP-565,Unhandled Exception reported on Internet Banking Portal,Main fast prepare fly bank benefit will significant mouth phone decision.,2023-07-17 13:45:33,2023-07-21 11:52:51.212330,Closed,Low,Software,Unhandled Exception,Internet Banking Portal,Email
TKT-10345,EMP-663,Login Failure reported on HR Portal,Ten interest billion Mrs reflect wish simple position.,2023-09-02 11:30:00,2023-09-02 17:09:14.293460,Closed,High,Software,Login Failure,HR Portal,Phone
TKT-10346,EMP-307,MFA Failure reported on Core Banking (T24),Agency response also available concern edge audience.,2023-01-29 00:12:42,2023-01-29 04:09:38.547639,Closed,High,Access,MFA Failure,Core Banking (T24),Email
TKT-10347,EMP-734,Login Failure reported on Core Banking (T24),Treat imagine later identify first hope brother accept.,2023-11-16 02:02:49,2023-11-16 02:26:00.127135,Closed,High,Software,Login Failure,Core Banking (T24),Email
TKT-10348,EMP-725,Data Sync Error reported on Internet Banking Portal,As second animal summer group me face rate paper example unit high state.,2023-10-07 17:32:56,2023-10-07 19:51:55.060341,Closed,Medium,Software,Data Sync Error,Internet Banking Portal,Service Portal
TKT-10349,EMP-166,Firewall Block reported on Internet Banking Portal,Choose detail section someone support far plant fear thought whole term possible.,2023-01-12 23:15:19,2023-01-15 01:18:57.008474,Closed,Low,Network,Firewall Block,Internet Banking Portal,Automated Alert
TKT-10350,EMP-189,Packet Loss reported on HR Portal,Themselves center among of hour natural be decide scientist rise deep town surface.,2023-01-05 07:55:38,2023-01-05 21:42:56.225595,Closed,Medium,Network,Packet Loss,HR Portal,Service Portal
TKT-10351,EMP-747,API Timeout reported on Treasury System,Contain pattern education boy provide note approach seem.,2023-02-25 07:46:40,2023-02-25 17:54:18.566140,Closed,High,Software,API Timeout,Treasury System,Phone
TKT-10352,EMP-806,Latency High reported on Mobile Banking App,Popular available public economy culture oil week ground provide doctor expect.,2023-08-02 03:39:47,2023-08-02 06:25:32.433313,Closed,High,Network,Latency High,Mobile Banking App,Email
TKT-10353,EMP-761,Packet Loss reported on Mobile Banking App,Fish late pattern figure once not hair first.,2023-01-28 02:39:57,2023-01-28 06:47:17.640275,Closed,Low,Network,Packet Loss,Mobile Banking App,Automated Alert
TKT-10354,EMP-691,Latency High reported on Treasury System,Above east develop science job style care run.,2023-06-16 08:06:51,2023-06-16 08:27:26.342464,Closed,High,Network,Latency High,Treasury System,Phone
TKT-10355,EMP-822,Switch Port Error reported on Mobile Banking App,Leg grow figure necessary compare parent success teach cause Mrs enjoy though.,2023-12-07 22:29:20,2023-12-08 05:03:31.165727,Resolved,High,Hardware,Switch Port Error,Mobile Banking App,Phone
TKT-10356,EMP-618,API Timeout reported on Mobile Banking App,Throughout support place spend often shoulder.,2023-01-30 16:40:51,2023-01-31 05:14:35.443742,Closed,Medium,Software,API Timeout,Mobile Banking App,Automated Alert
TKT-10357,EMP-841,Server Overheat reported on Treasury System,Necessary myself your line simple hand.,2023-03-24 15:04:23,2023-03-26 16:30:12.286448,Closed,Low,Hardware,Server Overheat,Treasury System,Service Portal
TKT-10358,EMP-633,VPN Drop reported on Core Banking (T24),Run fact let member however maybe production summer southern pass coach method land.,2023-03-28 17:22:07,2023-03-28 19:42:13.811950,Closed,High,Network,VPN Drop,Core Banking (T24),Service Portal
TKT-10359,EMP-311,VPN Drop reported on Mobile Banking App,We process whose save low grow despite maintain as hard amount deal traditional.,2023-03-11 13:45:14,2023-03-13 19:34:38.079891,Closed,Medium,Network,VPN Drop,Mobile Banking App,Phone
TKT-10360,EMP-791,Account Locked reported on Core Banking (T24),Like lawyer another wonder food region miss stop strong enjoy.,2023-05-21 07:06:24,2023-05-22 05:38:23.659510,Closed,Low,Access,Account Locked,Core Banking (T24),Automated Alert
TKT-10361,EMP-576,Password Reset reported on ATM Switch,Community president half president structure might heavy trade might good test main lot.,2023-07-31 09:42:37,2023-08-02 08:04:46.322303,Closed,Low,Access,Password Reset,ATM Switch,Automated Alert
TKT-10362,EMP-731,Firewall Block reported on Core Banking (T24),Maybe catch close baby poor deep.,2023-08-23 15:39:16,2023-08-23 20:26:51.596590,Closed,Low,Network,Firewall Block,Core Banking (T24),Automated Alert
TKT-10363,EMP-456,Memory Leak reported on Core Banking (T24),Gun response brother discover specific result loss long.,2023-03-14 14:05:13,2023-03-16 04:26:17.073881,Closed,Low,Hardware,Memory Leak,Core Banking (T24),Email
TKT-10364,EMP-593,MFA Failure reported on ATM Switch,Claim street against amount of claim picture always occur argue election conference when.,2023-03-23 19:54:11,2023-03-24 12:57:32.168413,Closed,Low,Access,MFA Failure,ATM Switch,Service Portal
TKT-10365,EMP-710,API Timeout reported on ATM Switch,Point these road start water describe paper likely loss detail improve central old.,2023-08-21 18:25:01,2023-08-23 00:31:40.592045,Closed,Medium,Software,API Timeout,ATM Switch,Automated Alert
TKT-10366,EMP-322,Disk Failure reported on HR Portal,Perhaps member cold rate two others attention her.,2023-10-26 01:31:34,2023-10-26 03:53:59.411358,Closed,High,Hardware,Disk Failure,HR Portal,Phone
TKT-10367,EMP-795,Latency High reported on Mobile Banking App,Admit mission training range step painting concern.,2023-02-21 08:18:58,2023-02-21 10:21:20.598670,Closed,Critical,Network,Latency High,Mobile Banking App,Email
TKT-10368,EMP-212,Permission Denied reported on Core Banking (T24),Outside there mother sell behavior process top much ability visit question issue inside.,2023-12-17 03:35:51,2023-12-17 07:05:31.136559,Resolved,High,Access,Permission Denied,Core Banking (T24),Automated Alert
